,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
330458,1203.5099,Saeed Alaei,"Saeed Alaei, Hu Fu, Nima Haghpanah, Jason Hartline, Azarakhsh Malekian",Bayesian Optimal Auctions via Multi- to Single-agent Reduction,,,,,cs.GT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We study an abstract optimal auction problem for a single good or service.
This problem includes environments where agents have budgets, risk preferences,
or multi-dimensional preferences over several possible configurations of the
good (furthermore, it allows an agent's budget and risk preference to be known
only privately to the agent). These are the main challenge areas for auction
theory. A single-agent problem is to optimize a given objective subject to a
constraint on the maximum probability with which each type is allocated,
a.k.a., an allocation rule. Our approach is a reduction from multi-agent
mechanism design problem to collection of single-agent problems. We focus on
maximizing revenue, but our results can be applied to other objectives (e.g.,
welfare).
  An optimal multi-agent mechanism can be computed by a linear/convex program
on interim allocation rules by simultaneously optimizing several single-agent
mechanisms subject to joint feasibility of the allocation rules. For
single-unit auctions, Border \citeyearpar{B91} showed that the space of all
jointly feasible interim allocation rules for $n$ agents is a
$\NumTypes$-dimensional convex polytope which can be specified by $2^\NumTypes$
linear constraints, where $\NumTypes$ is the total number of all agents' types.
Consequently, efficiently solving the mechanism design problem requires a
separation oracle for the feasibility conditions and also an algorithm for
ex-post implementation of the interim allocation rules. We show that the
polytope of jointly feasible interim allocation rules is the projection of a
higher dimensional polytope which can be specified by only $O(\NumTypes^2)$
linear constraints. Furthermore, our proof shows that finding a preimage of the
interim allocation rules in the higher dimensional polytope immediately gives
an ex-post implementation.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 19:59:22 GMT'}]",2012-03-23,"[['Alaei', 'Saeed', ''], ['Fu', 'Hu', ''], ['Haghpanah', 'Nima', ''], ['Hartline', 'Jason', ''], ['Malekian', 'Azarakhsh', '']]"
330460,1203.5101,Haye Hinrichsen,Haye Hinrichsen,Entropy-based Tuning of Musical Instruments,"13 pages, 9 figures","Rev. Bras. Ens. Fis. 34(2) (2012), 2301",,,physics.class-ph cs.SD physics.pop-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The human sense of hearing perceives a combination of sounds 'in tune' if the
corresponding harmonic spectra are correlated, meaning that the neuronal
excitation pattern in the inner ear exhibits some kind of order. Based on this
observation it is suggested that musical instruments such as pianos can be
tuned by minimizing the Shannon entropy of suitably preprocessed Fourier
spectra. This method reproduces not only the correct stretch curve but also
similar pitch fluctuations as in the case of high-quality aural tuning.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 07:21:53 GMT'}, {'version': 'v2', 'created': 'Mon, 2 Apr 2012 20:31:02 GMT'}]",2012-04-10,"[['Hinrichsen', 'Haye', '']]"
330480,1203.5121,Takahito Aoto,"Takahito Aoto (Tohoku University), Yoshihito Toyama (Tohoku
  University)","A Reduction-Preserving Completion for Proving Confluence of
  Non-Terminating Term Rewriting Systems",,"Logical Methods in Computer Science, Volume 8, Issue 1 (March 28,
  2012) lmcs:667",10.2168/LMCS-8(1:31)2012,,cs.LO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We give a method to prove confluence of term rewriting systems that contain
non-terminating rewrite rules such as commutativity and associativity. Usually,
confluence of term rewriting systems containing such rules is proved by
treating them as equational term rewriting systems and considering E-critical
pairs and/or termination modulo E. In contrast, our method is based solely on
usual critical pairs and it also (partially) works even if the system is not
terminating modulo E. We first present confluence criteria for term rewriting
systems whose rewrite rules can be partitioned into a terminating part and a
possibly non-terminating part. We then give a reduction-preserving completion
procedure so that the applicability of the criteria is enhanced. In contrast to
the well-known Knuth-Bendix completion procedure which preserves the
equivalence relation of the system, our completion procedure preserves the
reduction relation of the system, by which confluence of the original system is
inferred from that of the completed system.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 20:41:24 GMT'}, {'version': 'v2', 'created': 'Tue, 27 Mar 2012 19:31:46 GMT'}]",2015-07-01,"[['Aoto', 'Takahito', '', 'Tohoku University'], ['Toyama', 'Yoshihito', '', 'Tohoku\n  University']]"
330483,1203.5124,Liang Zhang,"Rajiv Khanna, Liang Zhang, Deepak Agarwal, Beechung Chen",Parallel Matrix Factorization for Binary Response,,,,,cs.LG stat.AP,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Predicting user affinity to items is an important problem in applications
like content optimization, computational advertising, and many more. While
bilinear random effect models (matrix factorization) provide state-of-the-art
performance when minimizing RMSE through a Gaussian response model on explicit
ratings data, applying it to imbalanced binary response data presents
additional challenges that we carefully study in this paper. Data in many
applications usually consist of users' implicit response that are often binary
-- clicking an item or not; the goal is to predict click rates, which is often
combined with other measures to calculate utilities to rank items at runtime of
the recommender systems. Because of the implicit nature, such data are usually
much larger than explicit rating data and often have an imbalanced distribution
with a small fraction of click events, making accurate click rate prediction
difficult. In this paper, we address two problems. First, we show previous
techniques to estimate bilinear random effect models with binary data are less
accurate compared to our new approach based on adaptive rejection sampling,
especially for imbalanced response. Second, we develop a parallel bilinear
random effect model fitting framework using Map-Reduce paradigm that scales to
massive datasets. Our parallel algorithm is based on a ""divide and conquer""
strategy coupled with an ensemble approach. Through experiments on the
benchmark MovieLens data, a small Yahoo! Front Page data set, and a large
Yahoo! Front Page data set that contains 8M users and 1B binary observations,
we show that careful handling of binary response as well as identifiability
issues are needed to achieve good performance for click rate prediction, and
that the proposed adaptive rejection sampler and the partitioning as well as
ensemble techniques significantly improve model performance.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 20:54:53 GMT'}]",2012-03-26,"[['Khanna', 'Rajiv', ''], ['Zhang', 'Liang', ''], ['Agarwal', 'Deepak', ''], ['Chen', 'Beechung', '']]"
330485,1203.5126,VIkas Kawadia,Vikas Kawadia and Sameet Sreenivasan,"Online detection of temporal communities in evolving networks by
  estrangement confinement",,"Scientific Reports 2, Article number: 794, Mar 2012",10.1038/srep00794,,cs.SI cond-mat.stat-mech physics.soc-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Temporal communities result from a consistent partitioning of nodes across
multiple snapshots of an evolving complex network that can help uncover how
dense clusters in a network emerge, combine, split and decay with time. Current
methods for finding communities in a single snapshot are not straightforwardly
generalizable to finding temporal communities since the quality functions used
for finding static communities have highly degenerate landscapes, and the
eventual partition chosen among the many partitions of similar quality is
highly sensitive to small changes in the network. To reliably detect temporal
communities we need not only to find a good community partition in a given
snapshot but also ensure that it bears some similarity to the partition(s)
found in immediately preceding snapshots. We present a new measure of partition
distance called ""estrangement"" motivated by the inertia of inter-node
relationships which, when incorporated into the measurement of partition
quality, facilitates the detection of meaningful temporal communities.
Specifically, we propose the estrangement confinement method, which postulates
that neighboring nodes in a community prefer to continue to share community
affiliation as the network evolves. Constraining estrangement enables us to
find meaningful temporal communities at various degrees of temporal smoothness
in diverse real-world datasets. Specifically, we study the evolution of voting
behavior of senators in the United States Congress, the evolution of proximity
in human mobility datasets, and the detection of evolving communities in
synthetic networks that are otherwise hard to find. Estrangement confinement
thus provides a principled approach to uncovering temporal communities in
evolving networks.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 21:03:28 GMT'}]",2015-03-20,"[['Kawadia', 'Vikas', ''], ['Sreenivasan', 'Sameet', '']]"
330487,1203.5128,Kunal Narayan Chaudhury,Kunal N. Chaudhury,"Acceleration of the shiftable O(1) algorithm for bilateral filtering and
  non-local means","10 figures, 6 tables","IEEE Transactions on Image Processing, vol. 22(4), pp. 1291- 1300,
  2013",10.1109/TIP.2012.2222903,,cs.CV cs.DC,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  A direct implementation of the bilateral filter [1] requires O(\sigma_s^2)
operations per pixel, where \sigma_s is the (effective) width of the spatial
kernel. A fast implementation of the bilateral filter was recently proposed in
[2] that required O(1) operations per pixel with respect to \sigma_s. This was
done by using trigonometric functions for the range kernel of the bilateral
filter, and by exploiting their so-called shiftability property. In particular,
a fast implementation of the Gaussian bilateral filter was realized by
approximating the Gaussian range kernel using raised cosines. Later, it was
demonstrated in [3] that this idea could be extended to a larger class of
filters, including the popular non-local means filter [4]. As already observed
in [2], a flip side of this approach was that the run time depended on the
width \sigma_r of the range kernel. For an image with (local) intensity
variations in the range [0,T], the run time scaled as O(T^2/\sigma^2_r) with
\sigma_r. This made it difficult to implement narrow range kernels,
particularly for images with large dynamic range. We discuss this problem in
this note, and propose some simple steps to accelerate the implementation in
general, and for small \sigma_r in particular.
  [1] C. Tomasi and R. Manduchi, ""Bilateral filtering for gray and color
images"", Proc. IEEE International Conference on Computer Vision, 1998.
  [2] K.N. Chaudhury, Daniel Sage, and M. Unser, ""Fast O(1) bilateral filtering
using trigonometric range kernels"", IEEE Transactions on Image Processing,
2011.
  [3] K.N. Chaudhury, ""Constant-time filtering using shiftable kernels"", IEEE
Signal Processing Letters, 2011.
  [4] A. Buades, B. Coll, and J.M. Morel, ""A review of image denoising
algorithms, with a new one"", Multiscale Modeling and Simulation, 2005.
","[{'version': 'v1', 'created': 'Thu, 22 Mar 2012 21:09:37 GMT'}, {'version': 'v2', 'created': 'Tue, 7 Aug 2012 18:57:45 GMT'}]",2015-06-04,"[['Chaudhury', 'Kunal N.', '']]"
330514,1203.5155,Vasilis Syrgkanis,Vasilis Syrgkanis,Bayesian Games and the Smoothness Framework,,,,,cs.GT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We consider a general class of Bayesian Games where each players utility
depends on his type (possibly multidimensional) and on the strategy profile and
where players' types are distributed independently. We show that if their full
information version for any fixed instance of the type profile is a smooth game
then the Price of Anarchy bound implied by the smoothness property, carries
over to the Bayes-Nash Price of Anarchy. We show how some proofs from the
literature (item bidding auctions, greedy auctions) can be cast as smoothness
proofs or be simplified using smoothness. For first price item bidding with
fractionally subadditive bidders we actually manage to improve by much the
existing result \cite{Hassidim2011a} from 4 to $\frac{e}{e-1}\approx 1.58$.
This also shows a very interesting separation between first and second price
item bidding since second price item bidding has PoA at least 2 even under
complete information. For a larger class of Bayesian Games where the strategy
space of a player also changes with his type we are able to show that a
slightly stronger definition of smoothness also implies a Bayes-Nash PoA bound.
We show how weighted congestion games actually satisfy this stronger definition
of smoothness. This allows us to show that the inefficiency bounds of weighted
congestion games known in the literature carry over to incomplete versions
where the weights of the players are private information. We also show how an
incomplete version of a natural class of monotone valid utility games, called
effort market games are universally $(1,1)$-smooth. Hence, we show that
incomplete versions of effort market games where the abilities of the players
and their budgets are private information has Bayes-Nash PoA at most 2.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 02:24:35 GMT'}]",2012-03-26,"[['Syrgkanis', 'Vasilis', '']]"
330515,1203.5156,KeeHoon Kim,"Kee-Hoon Kim, Hyun-Bae Jeon, Jong-Seon No, and Dong-Joon Shin","A New Low-Complexity Selected Mapping Scheme Using Cyclic Shifted IFFT
  for PAPR Reduction in OFDM Systems",,,,,cs.IT math.IT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this paper, a new peak-to-average power ratio (PAPR) reduction scheme for
orthogonal frequency division multiplexing (OFDM) is proposed based on the
selected mapping (SLM) scheme. The proposed SLM scheme generates alternative
OFDM signal sequences by cyclically shifting the connections in each subblock
at an intermediate stage of inverse fast Fourier transform (IFFT). Compared
with the conventional SLM scheme, the proposed SLM scheme achieves similar PAPR
reduction performance with much lower computational complexity and no bit error
rate (BER) degradation. The performance of the proposed SLM scheme is verified
through numerical analysis. Also, it is shown that the proposed SLM scheme has
the lowest computational complexity among the existing low-complexity SLM
schemes exploiting the signals at an intermediate stage of IFFT.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 02:28:30 GMT'}]",2012-03-26,"[['Kim', 'Kee-Hoon', ''], ['Jeon', 'Hyun-Bae', ''], ['No', 'Jong-Seon', ''], ['Shin', 'Dong-Joon', '']]"
330517,1203.5158,Cory Brunson,"Jason Cory Brunson, Steve Fassino, Antonio McInnes, Monisha Narayan,
  Brianna Richardson, Christopher Franck, Patrick Ion, Reinhard Laubenbacher","Evolutionary Events in a Mathematical Sciences Research Collaboration
  Network","30 pages, 14 figures, 1 table; supporting information: 5 pages, 5
  figures; published in Scientometrics","Scientometrics, June 2014, Volume 99, Issue 3, pp 973-998",10.1007/s11192-013-1209-z,,physics.soc-ph cs.DL cs.SI math.HO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This study examines long-term trends and shifting behavior in the
collaboration network of mathematics literature, using a subset of data from
Mathematical Reviews spanning 1985-2009. Rather than modeling the network
cumulatively, this study traces the evolution of the ""here and now"" using
fixed-duration sliding windows. The analysis uses a suite of common network
diagnostics, including the distributions of degrees, distances, and clustering,
to track network structure. Several random models that call these diagnostics
as parameters help tease them apart as factors from the values of others. Some
behaviors are consistent over the entire interval, but most diagnostics
indicate that the network's structural evolution is dominated by occasional
dramatic shifts in otherwise steady trends. These behaviors are not distributed
evenly across the network; stark differences in evolution can be observed
between two major subnetworks, loosely thought of as ""pure"" and ""applied"",
which approximately partition the aggregate. The paper characterizes two major
events along the mathematics network trajectory and discusses possible
explanatory factors.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 02:37:55 GMT'}, {'version': 'v2', 'created': 'Wed, 4 Feb 2015 20:55:14 GMT'}]",2015-02-05,"[['Brunson', 'Jason Cory', ''], ['Fassino', 'Steve', ''], ['McInnes', 'Antonio', ''], ['Narayan', 'Monisha', ''], ['Richardson', 'Brianna', ''], ['Franck', 'Christopher', ''], ['Ion', 'Patrick', ''], ['Laubenbacher', 'Reinhard', '']]"
330519,1203.516,Nikzad Babaii-Rizvandi,"Nikzad Babaii Rizvandi, Albert Y. Zomaya, Young Choon Lee, Ali
  Javadzadeh Boloori, Javid Taheri","Multiple Frequency Selection in DVFS-Enabled Processors to Minimize
  Energy Consumption","Chapter 17- Book title: ""Energy Efficient Distributed Computing"",
  Edited by Albert Y.Zomaya, Young Choon Lee Wiley",,,,cs.DC,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this chapter we focus on slack reclamation and propose a new slack
reclamation technique, Multiple Frequency Selection DVFS (MFS-DVFS). The key
idea is to execute each task with a linear combination of more than one
frequency such that this combination results in using the lowest energy by
covering the whole slack time of the task. We have tested our algorithm with
both random and real-world application task graphs and compared with the
results in previous researches in [9] and [12-13]. The experimental results
show that our approach can achieve energy almost identical to the optimum
energy saving.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 02:42:38 GMT'}, {'version': 'v2', 'created': 'Tue, 4 Sep 2012 00:30:17 GMT'}]",2012-09-05,"[['Rizvandi', 'Nikzad Babaii', ''], ['Zomaya', 'Albert Y.', ''], ['Lee', 'Young Choon', ''], ['Boloori', 'Ali Javadzadeh', ''], ['Taheri', 'Javid', '']]"
330520,1203.5161,M\'arton P\'osfai,"M\'arton P\'osfai and Yang-Yu Liu and Jean-Jacques Slotine and
  Albert-L\'aszl\'o Barab\'asi",Effect of correlations on network controllability,,"Sci. Rep. 3, 1067 (2013)",10.1038/srep01067,,physics.soc-ph cond-mat.stat-mech cs.SI cs.SY math.OC,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  A dynamical system is controllable if by imposing appropriate external
signals on a subset of its nodes, it can be driven from any initial state to
any desired state in finite time. Here we study the impact of various network
characteristics on the minimal number of driver nodes required to control a
network. We find that clustering and modularity have no discernible impact, but
the symmetries of the underlying matching problem can produce linear, quadratic
or no dependence on degree correlation coefficients, depending on the nature of
the underlying correlations. The results are supported by numerical simulations
and help narrow the observed gap between the predicted and the observed number
of driver nodes in real networks.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 02:43:51 GMT'}, {'version': 'v2', 'created': 'Wed, 9 Jan 2013 10:53:02 GMT'}]",2013-01-16,"[['Pósfai', 'Márton', ''], ['Liu', 'Yang-Yu', ''], ['Slotine', 'Jean-Jacques', ''], ['Barabási', 'Albert-László', '']]"
330528,1203.5169,Victoria Horan,Victoria Horan and Glenn Hurlbert,Universal Cycles for Weak Orders,12 pages; final version,,,,math.CO cs.DM,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Universal cycles are generalizations of de Bruijn cycles and Gray codes that
were introduced originally by Chung, Diaconis, and Graham in 1990. They have
been developed by many authors since, for various combinatorial objects such as
strings, subsets, permutations, partitions, vector spaces, and designs. One
generalization of universal cycles, which require almost complete overlap of
consecutive words, is s-overlap cycles, which relax such a constraint. In this
paper we study weak orders, which are relations that are transitive and
complete. We prove the existence of universal and s-overlap cycles for weak
orders, as well as for fixed height and/or weight weak orders, and apply the
results to cycles for ordered partitions as well.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 03:22:19 GMT'}, {'version': 'v2', 'created': 'Thu, 29 Mar 2012 21:28:12 GMT'}, {'version': 'v3', 'created': 'Wed, 11 Apr 2012 23:08:02 GMT'}, {'version': 'v4', 'created': 'Tue, 25 Jun 2013 13:00:25 GMT'}]",2013-06-26,"[['Horan', 'Victoria', ''], ['Hurlbert', 'Glenn', '']]"
330540,1203.5181,Frank Nielsen,Frank Nielsen,$k$-MLE: A fast algorithm for learning statistical mixture models,"31 pages, Extend preliminary paper presented at IEEE ICASSP 2012",,10.1109/ICASSP.2012.6288022,,cs.LG stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We describe $k$-MLE, a fast and efficient local search algorithm for learning
finite statistical mixtures of exponential families such as Gaussian mixture
models. Mixture models are traditionally learned using the
expectation-maximization (EM) soft clustering technique that monotonically
increases the incomplete (expected complete) likelihood. Given prescribed
mixture weights, the hard clustering $k$-MLE algorithm iteratively assigns data
to the most likely weighted component and update the component models using
Maximum Likelihood Estimators (MLEs). Using the duality between exponential
families and Bregman divergences, we prove that the local convergence of the
complete likelihood of $k$-MLE follows directly from the convergence of a dual
additively weighted Bregman hard clustering. The inner loop of $k$-MLE can be
implemented using any $k$-means heuristic like the celebrated Lloyd's batched
or Hartigan's greedy swap updates. We then show how to update the mixture
weights by minimizing a cross-entropy criterion that implies to update weights
by taking the relative proportion of cluster points, and reiterate the mixture
parameter update and mixture weight update processes until convergence. Hard EM
is interpreted as a special case of $k$-MLE when both the component update and
the weight update are performed successively in the inner loop. To initialize
$k$-MLE, we propose $k$-MLE++, a careful initialization of $k$-MLE guaranteeing
probabilistically a global bound on the best possible complete likelihood.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 06:11:24 GMT'}]",2016-11-15,"[['Nielsen', 'Frank', '']]"
330543,1203.5184,Maxime Lenormand,"Maxime Lenormand (UR LISC), Sylvie Huet (UR LISC), Floriana Gargiulo
  (INED), Guillaume Deffuant (UR LISC)",A Universal Model of Commuting Networks,"11 pages, 5 figures","PLoS ONE 7, e45985 (2012)",10.1371/journal.pone.0045985,,math.ST cs.SI physics.soc-ph stat.TH,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We test a recently proposed model of commuting networks on 80 case studies
from different regions of the world (Europe and United-States) and with
geographic units of different sizes (municipality, county, region). The model
takes as input the number of commuters coming in and out of each geographic
unit and generates the matrix of commuting flows betwen the geographic units.
We show that the single parameter of the model, which rules the compromise
between the influence of the distance and job opportunities, follows a
universal law that depends only on the average surface of the geographic units.
We verified that the law derived from a part of the case studies yields
accurate results on other case studies. We also show that our model
significantly outperforms the two other approaches proposing a universal
commuting model (Balcan et al. (2009); Simini et al. (2012)), particularly when
the geographic units are small (e.g. municipalities).
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 07:03:52 GMT'}, {'version': 'v2', 'created': 'Fri, 8 May 2015 11:12:52 GMT'}]",2018-12-27,"[['Lenormand', 'Maxime', '', 'UR LISC'], ['Huet', 'Sylvie', '', 'UR LISC'], ['Gargiulo', 'Floriana', '', 'INED'], ['Deffuant', 'Guillaume', '', 'UR LISC']]"
330545,1203.5186,Jianfeng Hou,"Yue Guan, Jianfeng Hou, Yingyuan Yang",An improved bound on acyclic chromatic index of planar graphs,,,,,math.CO cs.DM,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Proper edge coloring of a graph $G$ is called acyclic if there is no
bichromatic cycle in $G$. The acyclic chromatic index of $G$, denoted by
$\chi'_a(G)$, is the least number of colors $k$ such that $G$ has an acyclic
edge $k$-coloring. Basavaraju et al. [Acyclic edge-coloring of planar graphs,
SIAM J. Discrete Math. 25 (2) (2011), 463--478] showed that $\chi'_a(G)\le
\Delta(G)+12$ for planar graphs $G$ with maximum degree $\Delta(G)$. In this
paper, the bound is improved to $\Delta(G)+10$.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 07:08:32 GMT'}]",2012-03-26,"[['Guan', 'Yue', ''], ['Hou', 'Jianfeng', ''], ['Yang', 'Yingyuan', '']]"
330547,1203.5188,Martin Monperrus,"Stefan Hen{\ss}, Martin Monperrus (INRIA Lille - Nord Europe), Mira
  Mezini","Semi-Automatically Extracting FAQs to Improve Accessibility of Software
  Development Knowledge",ICSE - 34th International Conference on Software Engineering (2012),"ICSE - 34th International Conference on Software Engineering, 2012",10.1109/ICSE.2012.6227139,,cs.SE cs.CL cs.IR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Frequently asked questions (FAQs) are a popular way to document software
development knowledge. As creating such documents is expensive, this paper
presents an approach for automatically extracting FAQs from sources of software
development discussion, such as mailing lists and Internet forums, by combining
techniques of text mining and natural language processing. We apply the
approach to popular mailing lists and carry out a survey among software
developers to show that it is able to extract high-quality FAQs that may be
further improved by experts.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 07:13:06 GMT'}]",2018-07-06,"[['Henß', 'Stefan', '', 'INRIA Lille - Nord Europe'], ['Monperrus', 'Martin', '', 'INRIA Lille - Nord Europe'], ['Mezini', 'Mira', '']]"
330555,1203.5196,Rajkumar Buyya,"Rajkumar Buyya, Suraj Pandey, and Christian Vecchiola",Market-Oriented Cloud Computing and the Cloudbus Toolkit,"43 pages, 10 figures",,,,cs.DC,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Cloud computing has penetrated the Information Technology industry deep
enough to influence major companies to adopt it into their mainstream business.
A strong thrust on the use of virtualization technology to realize
Infrastructure-as-a-Service (IaaS) has led enterprises to leverage
subscription-oriented computing capabilities of public Clouds for hosting their
application services. In parallel, research in academia has been investigating
transversal aspects such as security, software frameworks, quality of service,
and standardization. We believe that the complete realization of the Cloud
computing vision will lead to the introduction of a virtual market where Cloud
brokers, on behalf of end users, are in charge of selecting and composing the
services advertised by different Cloud vendors. In order to make this happen,
existing solutions and technologies have to be redesigned and extended from a
market-oriented perspective and integrated together, giving rise to what we
term Market-Oriented Cloud Computing.
  In this paper, we will assess the current status of Cloud computing by
providing a reference model, discuss the challenges that researchers and IT
practitioners are facing and will encounter in the near future, and present the
approach for solving them from the perspective of the Cloudbus toolkit, which
comprises of a set of technologies geared towards the realization of Market
Oriented Cloud Computing vision. We provide experimental results demonstrating
market-oriented resource provisioning and brokering within a Cloud and across
multiple distributed resources. We also include an application illustrating the
hosting of ECG analysis as SaaS on Amazon IaaS (EC2 and S3) services.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 08:50:57 GMT'}]",2012-03-26,"[['Buyya', 'Rajkumar', ''], ['Pandey', 'Suraj', ''], ['Vecchiola', 'Christian', '']]"
330577,1203.5218,Robert J. Mokken,Robert J. Mokken,"Coteries, Social Circles and Hamlets Close Communities: A Study of
  Acquaintance Networks","Keywords: Social networks, acquaintance networks, close communities,
  cliques, k-clubs, 2-clubs, diameter 2, shortest spanning trees, girth",,,,cs.SI cs.DM math.CO physics.soc-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In the analysis of social networks many relatively loose and heuristic
definitions of 'community' abound. In this paper the concept of closely knit
communities is studied as defined by the property that every pair of its
members are neighbors or has at least one common neighbor, where the
neighboring relationship is based on some more or less durable and stable
acquaintance or contact relation. In this paper these are studied in the form
of graphs or networks of diameter two (2-clubs). Their structure can be
characterized by investigating shortest spanning trees and girth leading to a
typology containing just three or, in combination, six types of close
communities.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 11:50:45 GMT'}]",2012-03-26,"[['Mokken', 'Robert J.', '']]"
330594,1203.5235,Bang Ye Wu,"Bang Ye Wu, Jun-Lin Guo, Yue-Li Wang","A linear time algorithm for the next-to-shortest path problem on
  undirected graphs with nonnegative edge lengths",,,,,cs.DS,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  For two vertices $s$ and $t$ in a graph $G=(V,E)$, the next-to-shortest path
is an $st$-path which length is minimum amongst all $st$-paths strictly longer
than the shortest path length. In this paper we show that, when the graph is
undirected and all edge lengths are nonnegative, the problem can be solved in
linear time if the distances from $s$ and $t$ to all other vertices are given.
This result generalizes the previous work (DOI 10.1007/s00453-011-9601-7) to
allowing zero-length edges.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 13:33:47 GMT'}]",2012-03-26,"[['Wu', 'Bang Ye', ''], ['Guo', 'Jun-Lin', ''], ['Wang', 'Yue-Li', '']]"
330603,1203.5244,Elodie Leducq,Elodie Leducq,Second weight codewords of generalized Reed-Muller codes,,,,,math.NT cs.IT math.IT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this paper we give the second weight codewords of the generalized
Reed-Muller code of order r and length $q^m$.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 14:03:39 GMT'}, {'version': 'v2', 'created': 'Tue, 11 Sep 2012 15:56:22 GMT'}, {'version': 'v3', 'created': 'Mon, 22 Oct 2012 12:39:25 GMT'}]",2012-10-23,"[['Leducq', 'Elodie', '']]"
330614,1203.5255,Youssef Bassil,"Youssef Bassil, Mohammad Alwani","Post-Editing Error Correction Algorithm for Speech Recognition using
  Bing Spelling Suggestion","LACSC - Lebanese Association for Computational Sciences -
  http://www.lacsc.org","International Journal of Advanced Computer Science and
  Applications, Vol.3, No.2, February 2012",,,cs.CL,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  ASR short for Automatic Speech Recognition is the process of converting a
spoken speech into text that can be manipulated by a computer. Although ASR has
several applications, it is still erroneous and imprecise especially if used in
a harsh surrounding wherein the input speech is of low quality. This paper
proposes a post-editing ASR error correction method and algorithm based on
Bing's online spelling suggestion. In this approach, the ASR recognized output
text is spell-checked using Bing's spelling suggestion technology to detect and
correct misrecognized words. More specifically, the proposed algorithm breaks
down the ASR output text into several word-tokens that are submitted as search
queries to Bing search engine. A returned spelling suggestion implies that a
query is misspelled; and thus it is replaced by the suggested correction;
otherwise, no correction is performed and the algorithm continues with the next
token until all tokens get validated. Experiments carried out on various
speeches in different languages indicated a successful decrease in the number
of ASR errors and an improvement in the overall error correction rate. Future
research can improve upon the proposed algorithm so much so that it can be
parallelized to take advantage of multiprocessor computers.
","[{'version': 'v1', 'created': 'Fri, 23 Mar 2012 14:32:50 GMT'}]",2012-03-26,"[['Bassil', 'Youssef', ''], ['Alwani', 'Mohammad', '']]"
